id,age,income,educ,gender,vacc_b,treat,vacc_e,missing
2975,68,5,2,1,5,2,5,0
2976,65,7,2,1,3,2,3,0
2977,21,7,3,1,5,2,4,0
2978,84,3,2,0,5,1,5,0
2979,23,7,3,1,4,1,5,0
2980,25,5,2,1,2,2,1,0
2981,71,7,3,1,1,2,2,0
2982,80,7,3,1,1,2,1,0
2983,40,5,2,0,3,1,4,0
2984,20,6,3,0,4,2,4,0
2985,45,9,3,1,4,2,5,0
2986,19,7,2,0,3,1,4,0
2987,71,9,3,0,2,1,4,0
2988,40,1,3,1,3,0,1,0
2989,59,4,3,1,3,1,4,0
2990,15,3,2,0,4,2,1,0
2991,18,6,2,1,2,2,2,0
2992,58,2,3,1,1,1,2,0
2993,71,9,2,1,1,1,2,0
2994,80,5,3,1,1,1,2,0
2995,51,5,2,1,4,1,4,0
2996,18,6,2,0,1,0,2,0
2997,67,1,1,1,4,2,3,0
2998,48,3,2,1,5,0,5,0
2999,45,7,2,1,5,1,NA,1
3000,79,6,3,1,5,2,5,0
3001,21,6,3,0,5,1,5,0
3002,82,5,2,0,3,2,3,0
3003,19,7,2,1,3,0,2,0
3004,82,9,1,0,2,1,3,0
3005,82,4,3,0,2,0,NA,1
3006,52,6,2,0,5,0,5,0
3007,60,9,3,0,2,2,2,0
3008,80,1,3,0,5,2,5,0
3009,63,4,2,1,5,1,5,0
3010,47,7,2,0,3,1,NA,1
3011,50,7,2,1,4,1,4,0
3012,26,6,2,0,1,2,2,0
3013,80,7,2,1,1,2,2,0
3014,51,7,2,1,3,2,NA,1
3015,85,4,3,0,4,0,NA,1
3016,15,6,1,1,3,1,4,0
3017,17,9,2,1,4,1,5,0
3018,75,6,2,0,5,1,5,0
3019,64,9,3,0,4,0,4,0
3020,45,3,2,1,2,0,1,0
3021,35,5,2,1,5,0,5,0
3022,62,8,2,1,1,2,2,0
3023,74,6,3,0,1,1,1,0
3024,19,9,3,1,5,1,5,0
3025,61,9,2,0,5,1,5,0
3026,72,1,2,1,2,1,3,0
3027,25,5,2,1,5,2,5,0
3028,59,7,1,0,2,0,1,0
3029,23,5,1,1,5,0,3,0
3030,59,8,2,1,3,0,4,0
3031,49,1,2,1,4,2,5,0
3032,25,7,2,0,4,0,5,0
3033,24,7,3,0,3,2,4,0
3034,53,4,3,0,3,2,1,0
3035,31,4,2,0,2,0,3,0
3036,46,7,2,1,2,0,3,0
3037,44,4,3,0,1,1,1,0
3038,27,9,3,1,3,2,5,0
3039,81,8,3,0,2,0,4,0
3040,67,6,3,1,1,0,2,0
3041,75,7,2,1,3,0,4,0
3042,22,7,2,1,4,1,5,0
3043,75,4,2,1,3,0,4,0
3044,16,7,3,0,5,2,5,0
3045,46,8,3,0,4,2,5,0
3046,27,3,3,1,3,1,NA,1
3047,78,9,2,0,3,0,3,0
3048,23,7,2,0,5,1,5,0
3049,65,9,3,1,1,1,3,0
3050,74,2,3,1,4,2,5,0
3051,33,3,2,0,5,1,5,0
3052,57,5,2,1,1,0,1,0
3053,61,2,2,1,3,1,NA,1
3054,16,9,2,1,2,1,3,0
3055,70,3,3,1,5,2,5,0
3056,64,1,2,1,1,0,1,0
3057,54,7,3,1,2,0,1,0
3058,55,6,3,1,4,2,4,0
3059,79,5,2,0,3,1,4,0
3060,70,7,3,1,2,1,3,0
3061,30,5,2,1,5,2,5,0
3062,30,6,2,0,1,1,2,0
3063,36,9,2,0,3,0,NA,1
3064,19,2,3,1,1,1,1,0
3065,17,6,2,1,3,1,3,0
3066,42,8,3,0,3,0,3,0
3067,72,5,3,1,3,1,4,0
3068,79,5,3,0,4,1,5,0
3069,44,6,2,1,1,2,2,0
3070,32,5,2,1,2,1,3,0
3071,80,1,3,0,3,0,2,0
3072,49,9,2,0,1,2,1,0
3073,69,2,2,0,5,0,5,0
3074,60,6,3,1,4,0,4,0
3075,63,5,2,0,2,2,3,0
3076,78,6,2,0,4,2,4,0
3077,19,7,2,1,3,0,3,0
3078,32,7,2,1,5,0,5,0
3079,78,1,2,0,1,0,1,0
3080,24,5,1,0,4,2,3,0
3081,30,7,2,0,2,2,1,0
3082,25,9,3,0,2,1,3,0
3083,24,7,1,1,5,2,5,0
3084,61,5,2,0,2,2,3,0
3085,53,8,2,0,1,1,2,0
3086,20,7,2,0,2,0,2,0
3087,46,4,2,0,3,2,3,0
3088,73,8,3,1,1,0,1,0
3089,24,7,2,1,4,1,5,0
3090,30,8,3,0,1,2,2,0
3091,81,2,2,1,1,0,2,0
3092,19,8,2,0,1,1,2,0
3093,55,4,2,0,2,1,3,0
3094,32,5,1,1,3,2,3,0
3095,60,1,2,1,2,1,3,0
3096,22,5,3,0,4,1,5,0
3097,72,2,2,1,1,0,1,0
3098,54,7,2,1,2,2,3,0
3099,50,7,2,1,5,1,5,0
3100,34,5,2,1,2,1,2,0
3101,81,4,2,0,5,2,4,0
3102,24,8,2,1,1,1,1,0
3103,50,5,2,0,5,0,5,0
3104,83,4,3,0,2,1,2,0
3105,54,5,2,1,3,2,4,0
3106,36,6,2,0,2,0,3,0
3107,48,8,2,1,1,0,1,0
3108,24,9,2,1,3,0,NA,1
3109,21,8,3,1,3,2,3,0
3110,49,1,2,0,4,2,4,0
3111,77,6,2,1,3,0,4,0
3112,63,9,2,1,1,0,1,0
3113,69,5,2,1,3,2,3,0
3114,49,3,2,1,3,2,2,0
3115,73,6,2,1,2,0,4,0
3116,61,9,2,0,3,0,3,0
3117,75,5,3,1,2,0,3,0
3118,81,5,2,0,1,0,1,0
3119,37,9,2,1,5,0,4,0
3120,83,5,1,1,2,0,2,0
3121,79,6,2,1,2,2,3,0
3122,83,4,2,1,3,2,4,0
3123,52,7,2,1,4,2,5,0
3124,66,9,2,1,5,2,5,0
3125,47,8,3,1,1,1,1,0
3126,36,7,1,0,4,1,3,0
3127,52,7,2,1,3,2,3,0
3128,28,9,2,1,3,1,4,0
3129,60,6,2,0,1,2,1,0
3130,61,9,3,1,1,1,2,0
3131,24,1,2,1,2,0,NA,1
3132,64,9,2,1,4,0,NA,1
3133,61,4,2,1,4,2,5,0
3134,73,3,3,1,5,2,5,0
3135,74,7,2,0,4,2,3,0
3136,24,5,2,0,1,0,1,0
3137,30,7,2,0,5,2,5,0
3138,35,5,2,1,3,2,3,0
3139,21,9,3,0,5,0,5,0
3140,58,1,2,0,4,2,NA,1
3141,75,5,1,0,2,2,3,0
3142,52,5,3,0,1,2,1,0
3143,15,3,2,0,5,0,5,0
3144,15,9,2,0,1,0,2,0
3145,32,7,2,1,4,0,5,0
3146,22,2,2,1,2,2,3,0
3147,69,9,2,1,5,0,5,0
3148,79,9,2,0,3,1,4,0
3149,67,6,3,0,2,1,3,0
3150,28,8,2,1,2,1,3,0
3151,55,5,2,0,5,1,5,0
3152,54,7,2,1,2,1,2,0
3153,51,7,2,1,5,2,5,0
3154,70,9,2,1,2,1,2,0
3155,77,2,2,0,2,2,2,0
3156,53,8,2,0,5,0,5,0
3157,55,4,1,0,5,2,5,0
3158,65,4,3,0,4,2,5,0
3159,57,9,2,1,3,2,5,0
3160,71,8,3,0,5,1,5,0
3161,30,4,2,0,4,1,4,0
3162,32,1,3,0,4,2,5,0
3163,18,6,2,1,1,0,2,0
3164,57,7,1,1,3,1,4,0
3165,58,4,2,1,3,1,3,0
3166,54,7,3,1,3,2,NA,1
3167,28,8,3,1,4,0,3,0
3168,35,6,2,1,2,1,NA,1
3169,72,6,2,0,2,0,2,0
3170,61,6,3,1,2,0,NA,1
3171,28,6,2,1,4,2,4,0
3172,45,9,2,1,3,2,4,0
3173,62,7,3,0,3,0,4,0
3174,54,9,2,0,5,2,5,0
3175,64,3,2,0,5,2,5,0
3176,78,6,3,1,5,2,5,0
3177,61,8,3,0,3,0,3,0
3178,71,2,3,1,3,0,2,0
3179,37,5,3,1,5,2,5,0
3180,18,4,3,0,5,0,5,0
3181,56,4,2,0,4,2,5,0
3182,24,7,3,1,1,1,2,0
3183,35,6,3,0,1,0,NA,1
3184,83,7,2,0,4,1,5,0
3185,39,7,2,0,1,0,3,0
3186,42,7,1,0,2,1,NA,1
3187,84,9,3,1,1,2,3,0
3188,55,2,2,1,4,2,5,0
3189,77,1,3,0,2,0,1,0
3190,68,2,3,1,5,2,5,0
3191,27,7,3,1,3,0,3,0
3192,46,4,2,1,2,1,3,0
3193,44,8,3,1,1,0,2,0
3194,36,5,2,0,2,1,2,0
3195,48,9,2,1,3,0,NA,1
3196,29,7,3,1,1,1,1,0
3197,52,6,2,0,4,2,4,0
3198,65,1,2,0,1,0,1,0
3199,60,3,3,1,1,1,2,0
3200,68,9,3,1,1,1,1,0
3201,24,4,2,1,5,2,NA,1
3202,45,8,3,0,1,0,2,0
3203,46,7,2,0,1,1,NA,1
3204,67,4,2,0,2,2,1,0
3205,59,6,2,0,1,0,2,0
3206,22,3,3,1,1,1,1,0
3207,29,7,2,0,5,1,5,0
3208,59,5,1,0,5,0,5,0
3209,81,9,1,1,3,1,5,0
3210,53,7,2,0,4,1,5,0
3211,28,4,3,1,4,2,4,0
3212,36,7,1,1,4,1,5,0
3213,18,5,3,0,3,1,NA,1
3214,54,5,3,1,4,0,1,0
3215,50,5,3,1,1,0,1,0
3216,29,4,3,1,4,2,5,0
3217,46,5,1,0,5,0,5,0
3218,19,5,3,0,1,0,2,0
3219,62,5,3,1,5,1,5,0
3220,75,9,3,0,2,0,2,0
3221,68,6,2,0,3,0,5,0
3222,61,4,2,0,2,1,3,0
3223,73,7,1,0,1,1,2,0
3224,27,7,2,1,3,2,4,0
3225,16,6,3,0,2,2,2,0
3226,53,9,1,0,1,0,1,0
3227,51,4,2,1,4,2,5,0
3228,30,5,3,0,2,0,4,0
3229,69,6,2,1,3,2,2,0
3230,80,2,2,1,1,2,3,0
3231,26,8,3,0,4,0,4,0
3232,67,9,2,0,4,2,5,0
3233,26,5,3,0,5,2,4,0
3234,77,3,3,1,4,1,4,0
3235,50,5,3,1,2,0,3,0
3236,81,6,2,1,4,1,5,0
3237,80,5,3,0,2,2,2,0
3238,57,6,2,1,1,0,4,0
3239,19,2,3,1,1,1,1,0
3240,74,2,1,1,2,2,2,0
3241,33,7,2,1,5,0,5,0
3242,44,3,2,0,2,0,2,0
3243,59,7,2,1,4,1,5,0
3244,67,8,2,1,3,1,4,0
3245,72,7,3,1,3,0,4,0
3246,21,9,3,0,5,2,5,0
3247,63,9,2,1,3,2,4,0
3248,85,7,3,0,4,0,5,0
3249,33,1,2,1,1,1,NA,1
3250,73,8,2,1,4,1,4,0
3251,71,5,2,0,4,2,4,0
3252,42,9,2,0,3,1,4,0
3253,20,9,2,0,4,2,3,0
3254,30,9,3,0,5,1,5,0
3255,65,7,2,1,4,1,5,0
3256,81,5,2,1,5,0,5,0
3257,63,7,2,1,5,1,5,0
3258,67,7,3,0,3,0,5,0
3259,58,6,2,0,2,2,1,0
3260,17,5,2,1,5,0,5,0
3261,45,6,2,0,3,0,4,0
3262,15,5,3,0,4,1,5,0
3263,20,6,2,1,4,0,5,0
3264,43,2,2,0,4,1,5,0
3265,40,7,2,0,4,0,4,0
3266,60,5,2,0,2,1,4,0
3267,75,9,2,0,5,1,5,0
3268,31,8,2,1,2,0,1,0
3269,55,7,2,1,4,2,5,0
3270,23,9,1,0,4,2,3,0
3271,53,7,3,0,1,2,1,0
3272,19,8,2,0,5,0,3,0
3273,50,3,3,0,4,2,5,0
3274,65,5,2,0,5,0,NA,1
3275,67,6,2,1,5,0,5,0
3276,69,7,3,0,5,2,5,0
3277,24,4,2,0,1,1,2,0
3278,77,3,2,0,3,1,3,0
3279,22,7,3,1,2,0,3,0
3280,22,4,2,1,4,2,3,0
3281,61,9,1,1,3,0,2,0
3282,73,2,2,1,4,1,NA,1
3283,30,8,3,0,3,0,3,0
3284,58,3,2,1,5,2,5,0
3285,20,2,1,0,3,0,2,0
3286,56,9,2,0,5,0,5,0
3287,77,9,2,0,1,0,1,0
3288,28,5,2,0,5,2,5,0
3289,80,9,2,0,4,1,5,0
3290,65,9,2,0,4,0,3,0
3291,64,9,2,1,2,0,3,0
3292,57,1,2,1,4,1,4,0
3293,53,5,2,0,5,2,5,0
3294,63,4,2,0,3,1,NA,1
3295,22,2,3,0,4,2,5,0
3296,39,8,3,0,1,1,2,0
3297,70,7,3,0,1,0,1,0
3298,69,5,1,0,4,1,NA,1
3299,53,7,2,1,2,1,3,0
3300,39,7,2,0,5,1,5,0
3301,35,5,2,0,2,2,3,0
3302,83,4,3,1,4,2,3,0
3303,63,5,3,0,2,1,2,0
3304,35,7,2,1,4,2,4,0
3305,45,5,2,0,3,2,5,0
3306,34,7,2,1,4,0,5,0
3307,72,8,2,1,3,1,NA,1
3308,63,8,3,1,5,1,5,0
3309,38,6,3,0,5,1,NA,1
3310,41,8,3,0,5,0,5,0
3311,60,1,2,1,1,1,1,0
3312,34,8,1,0,2,1,3,0
3313,64,5,2,1,5,0,5,0
3314,59,4,3,1,1,1,2,0
3315,70,3,2,1,1,1,2,0
3316,40,3,3,0,4,0,5,0
3317,47,6,2,0,2,2,2,0
3318,79,5,2,0,4,1,4,0
3319,68,3,2,0,5,2,5,0
3320,76,5,2,0,4,1,5,0
3321,44,4,2,1,3,2,3,0
3322,54,1,2,0,5,1,5,0
3323,39,4,2,1,2,1,3,0
3324,78,6,3,0,4,0,3,0
3325,72,5,2,0,5,0,5,0
3326,21,3,2,1,1,1,2,0
3327,27,9,3,0,1,1,2,0
3328,62,5,3,0,4,1,4,0
3329,21,4,3,0,2,1,3,0
3330,39,1,3,0,2,1,3,0
3331,72,9,2,0,3,1,4,0
3332,18,7,2,1,2,2,2,0
3333,70,1,2,0,2,2,NA,1
3334,41,1,2,1,3,2,3,0
3335,37,2,3,1,4,1,NA,1
3336,76,3,2,0,4,0,5,0
3337,20,3,2,1,1,2,1,0
3338,54,5,3,0,4,1,5,0
3339,44,9,1,1,2,2,2,0
3340,76,3,3,1,2,0,2,0
3341,30,8,3,0,5,0,4,0
3342,65,7,3,1,3,1,3,0
3343,83,9,2,0,2,1,3,0
3344,24,7,2,1,2,2,NA,1
3345,41,9,2,1,1,1,2,0
3346,17,4,1,1,1,2,1,0
3347,52,4,2,0,4,1,5,0
3348,25,3,2,1,3,0,4,0
3349,43,4,1,1,4,1,5,0
3350,78,9,1,0,4,1,4,0
3351,69,3,3,0,1,0,NA,1
3352,45,5,2,1,3,2,3,0
3353,71,9,2,0,4,1,4,0
3354,81,2,2,1,3,1,4,0
3355,60,3,2,0,5,2,NA,1
3356,63,7,2,0,3,0,4,0
3357,73,9,2,1,3,0,2,0
3358,53,5,2,0,2,2,2,0
3359,83,5,2,1,2,1,NA,1
3360,40,7,2,1,4,1,4,0
3361,79,6,2,0,3,2,NA,1
3362,32,5,1,1,2,2,3,0
3363,78,5,3,0,4,0,2,0
3364,66,9,3,0,2,0,1,0
3365,46,7,2,1,3,0,4,0
3366,18,2,2,1,1,2,3,0
3367,64,1,2,0,3,1,5,0
3368,29,3,3,1,4,2,5,0
3369,18,3,2,0,5,2,5,0
3370,42,7,2,1,3,0,4,0
3371,56,4,2,1,3,1,3,0
3372,55,9,3,0,1,2,1,0
3373,57,7,2,0,3,2,NA,1
3374,32,6,2,1,1,2,NA,1
3375,29,6,3,0,3,1,4,0
3376,22,2,2,1,3,2,2,0
3377,18,8,2,0,3,0,2,0
3378,41,6,2,0,1,0,3,0
3379,70,8,2,1,2,1,3,0
3380,23,3,3,1,5,2,5,0
3381,37,1,3,0,4,1,5,0
3382,63,9,2,1,2,0,4,0
3383,43,5,2,1,1,2,3,0
3384,63,5,2,0,2,1,4,0
3385,62,5,2,0,5,1,5,0
3386,52,5,3,1,3,1,3,0
3387,32,5,2,1,1,2,1,0
3388,34,6,2,1,2,0,NA,1
3389,78,7,2,1,3,2,3,0
3390,24,5,2,0,3,0,4,0
3391,40,6,2,1,3,0,3,0
3392,37,5,2,1,3,1,4,0
3393,22,3,2,1,2,1,3,0
3394,38,5,3,0,2,0,1,0
3395,75,6,2,0,2,2,3,0
3396,57,6,2,0,2,1,4,0
3397,63,4,3,0,5,2,3,0
3398,34,1,3,0,5,0,4,0
3399,47,7,3,0,2,0,4,0
3400,29,5,2,1,5,0,5,0
3401,38,5,2,1,3,0,4,0
3402,85,5,3,0,2,0,1,0
3403,20,3,3,1,1,0,NA,1
3404,30,5,2,1,3,2,NA,1
3405,36,3,3,1,2,1,1,0
3406,40,5,3,1,5,1,5,0
3407,72,7,3,0,4,1,5,0
3408,74,9,2,1,1,2,NA,1
3409,18,8,2,1,3,0,3,0
3410,57,2,2,1,1,0,1,0
3411,65,4,3,1,3,1,3,0
3412,70,7,2,1,1,0,2,0
3413,72,2,3,1,3,0,4,0
3414,33,3,3,1,4,1,5,0
3415,78,7,2,0,3,0,2,0
3416,85,8,3,1,3,2,2,0
3417,45,5,3,1,2,0,1,0
3418,69,9,3,1,2,0,2,0
3419,53,7,2,1,3,1,4,0
3420,53,7,2,0,2,1,3,0
3421,42,1,3,0,5,0,5,0
3422,55,6,2,1,1,1,2,0
3423,26,1,1,0,3,2,2,0
3424,62,5,3,0,4,2,5,0
3425,45,4,3,1,3,0,1,0
3426,76,6,3,0,4,0,3,0
3427,57,5,3,1,4,1,4,0
3428,35,4,2,1,5,0,5,0
3429,72,9,3,1,3,0,2,0
3430,80,7,2,0,3,2,NA,1
3431,19,4,2,0,5,1,5,0
3432,38,5,1,1,2,0,2,0
3433,15,5,2,1,1,0,2,0
3434,73,8,2,1,3,2,5,0
3435,15,6,1,1,5,1,5,0
3436,34,3,2,1,4,0,4,0
3437,41,3,2,1,2,1,3,0
3438,50,4,2,1,4,2,NA,1
3439,51,9,3,1,1,0,1,0
3440,80,9,3,0,5,0,5,0
3441,68,6,3,1,3,1,4,0
3442,22,9,3,1,2,2,2,0
3443,74,5,3,0,3,2,4,0
3444,58,2,2,1,3,1,3,0
3445,67,7,2,0,4,1,4,0
3446,59,5,2,1,3,1,4,0
3447,60,8,1,1,2,1,2,0
3448,77,2,3,0,5,2,5,0
3449,78,6,1,1,5,2,5,0
3450,46,5,3,1,3,1,4,0
3451,44,5,2,0,5,0,5,0
3452,16,5,3,1,4,1,5,0
3453,23,5,2,1,2,0,1,0
3454,17,6,2,0,3,0,3,0
3455,66,8,2,0,3,2,5,0
3456,39,8,2,0,4,1,5,0
3457,69,7,2,1,1,1,2,0
3458,72,9,2,0,2,0,3,0
3459,23,6,3,1,1,2,2,0
3460,73,4,2,0,3,2,3,0
3461,27,8,2,0,2,1,3,0
3462,48,5,3,1,3,1,3,0
3463,15,7,2,1,3,2,2,0
3464,59,5,2,0,1,2,1,0
3465,54,5,2,1,3,0,4,0
3466,38,9,3,1,5,2,5,0
3467,34,6,2,0,3,1,4,0
3468,77,5,1,1,5,0,5,0
3469,63,6,3,0,2,2,3,0
3470,77,2,3,0,5,1,5,0
3471,43,8,2,0,5,2,4,0
3472,19,4,3,0,3,2,3,0
3473,79,8,3,1,3,2,4,0
3474,37,2,2,0,3,2,3,0
3475,72,7,3,0,5,0,5,0
3476,21,7,3,0,2,0,2,0
3477,46,7,3,0,1,0,1,0
3478,55,2,1,0,3,2,4,0
3479,15,8,2,1,2,0,2,0
3480,80,1,2,1,5,2,5,0
3481,81,9,3,1,3,0,2,0
3482,18,6,3,0,5,0,5,0
3483,38,2,2,1,4,0,4,0
3484,78,8,3,1,5,1,5,0
3485,61,6,3,0,1,0,3,0
3486,24,5,2,1,3,2,3,0
3487,16,5,2,1,3,2,3,0
3488,78,5,2,0,3,1,4,0
3489,43,5,2,1,1,0,4,0
3490,77,2,2,0,5,1,5,0
3491,16,2,2,1,2,1,2,0
3492,80,5,2,1,5,1,5,0
3493,45,9,2,1,5,1,5,0
3494,38,3,2,0,4,0,4,0
3495,73,6,2,1,2,1,3,0
3496,43,8,2,1,1,2,NA,1
3497,58,4,2,1,1,0,1,0
3498,72,5,2,1,1,2,1,0
3499,56,7,3,1,1,0,NA,1
3500,75,5,2,1,3,2,2,0
3501,43,4,3,1,1,1,NA,1
3502,63,9,2,1,3,1,3,0
3503,48,1,3,0,4,2,5,0
3504,49,3,2,0,5,1,5,0
3505,81,3,2,1,3,2,4,0
3506,53,8,2,1,1,1,2,0
3507,55,3,1,0,3,2,3,0
3508,39,2,2,1,5,2,5,0
3509,81,7,3,1,1,2,1,0
3510,41,9,3,1,4,2,5,0
3511,37,5,2,1,2,1,3,0
3512,77,6,3,1,3,0,4,0
3513,69,5,1,0,5,0,5,0
3514,17,7,3,0,1,2,1,0
3515,15,1,3,1,5,1,5,0
3516,69,9,3,0,2,2,2,0
3517,55,3,2,0,4,2,NA,1
3518,85,6,2,1,2,1,3,0
3519,68,9,1,0,2,1,3,0
3520,19,5,2,0,4,0,4,0
3521,61,4,2,0,3,2,5,0
3522,31,1,2,1,2,1,2,0
3523,38,5,2,1,5,1,5,0
3524,44,5,2,1,5,2,4,0
3525,62,8,3,0,3,2,5,0
3526,80,5,2,0,4,0,5,0
3527,40,7,2,0,5,0,5,0
3528,32,7,3,1,2,0,1,0
3529,36,9,2,1,3,2,3,0
3530,64,7,3,1,3,2,4,0
3531,15,7,2,1,5,1,5,0
3532,73,3,2,0,5,1,5,0
3533,50,3,1,0,3,0,4,0
3534,69,6,2,0,3,0,4,0
3535,16,5,3,1,1,2,2,0
3536,22,8,2,0,2,2,2,0
3537,48,6,2,1,4,1,NA,1
3538,68,6,3,1,1,0,3,0
3539,45,9,1,0,3,1,4,0
3540,61,5,3,1,2,1,2,0
3541,61,8,3,1,3,1,NA,1
3542,23,8,2,0,4,1,4,0
3543,26,1,1,1,4,2,3,0
3544,46,7,2,0,1,1,2,0
3545,32,7,2,0,2,1,4,0
3546,76,5,1,1,2,1,2,0
3547,17,7,2,0,4,2,5,0
3548,79,9,2,1,1,2,1,0
3549,66,6,2,0,1,0,1,0
3550,19,5,2,0,4,0,3,0
3551,19,5,1,1,4,2,4,0
3552,43,5,2,1,2,2,2,0
3553,24,7,3,1,1,0,2,0
3554,36,7,2,0,4,1,4,0
3555,29,4,3,0,4,2,5,0
3556,46,5,3,0,4,0,5,0
3557,36,9,2,0,5,1,5,0
3558,85,3,2,0,4,1,5,0
3559,32,9,2,1,4,0,4,0
3560,29,7,2,0,2,1,3,0
3561,51,7,2,0,3,0,4,0
3562,45,3,2,0,5,0,5,0
3563,21,9,2,1,2,0,2,0
3564,80,6,2,0,4,2,4,0
3565,54,6,1,0,5,1,5,0
3566,82,1,3,0,5,0,5,0
3567,31,5,2,1,1,0,2,0
3568,22,5,3,0,2,1,NA,1
3569,32,5,2,1,5,1,5,0
3570,61,8,3,1,3,1,3,0
3571,85,5,2,1,1,1,1,0
3572,51,1,2,1,5,0,5,0
3573,84,4,2,0,4,0,5,0
3574,46,2,3,0,3,2,5,0
3575,47,6,2,0,5,2,5,0
3576,22,1,2,1,4,0,3,0
3577,35,4,3,1,2,0,NA,1
3578,47,6,3,0,2,0,3,0
3579,54,4,2,1,1,1,NA,1
3580,24,5,2,0,5,1,5,0
3581,74,5,2,1,3,2,4,0
3582,28,2,3,1,2,2,3,0
3583,85,6,2,0,1,0,3,0
3584,74,4,3,0,5,2,5,0
3585,25,5,3,1,3,1,3,0
3586,27,7,2,1,1,2,1,0
3587,23,6,3,0,5,0,5,0
3588,84,4,2,1,3,0,4,0
3589,42,2,3,1,4,1,5,0
3590,61,8,2,0,3,2,3,0
3591,57,7,1,1,5,1,5,0
3592,32,7,2,0,5,2,5,0
3593,79,7,3,1,2,1,2,0
3594,16,2,2,1,4,1,5,0
3595,33,8,2,1,2,0,2,0
3596,69,6,2,1,4,2,5,0
3597,83,7,2,1,3,0,3,0
3598,37,5,1,1,3,1,NA,1
3599,73,8,2,0,3,0,3,0
3600,15,7,2,1,3,0,3,0
3601,57,9,3,0,1,0,1,0
3602,82,5,2,0,1,1,2,0
3603,61,6,3,0,4,2,4,0
3604,60,4,1,0,4,2,NA,1
3605,15,6,2,0,2,0,3,0
3606,79,5,3,1,5,0,5,0
3607,18,4,2,0,1,1,NA,1
3608,75,6,1,0,5,2,NA,1
3609,26,9,3,0,4,1,5,0
3610,65,1,2,1,2,0,2,0
3611,55,8,1,0,5,2,NA,1
3612,34,1,3,0,4,2,4,0
3613,30,7,2,0,2,2,4,0
3614,25,9,3,0,2,0,2,0
3615,32,5,3,0,5,1,5,0
3616,82,6,2,1,2,2,4,0
3617,21,7,3,0,3,0,3,0
3618,72,2,2,0,2,1,2,0
3619,67,9,3,0,5,0,4,0
3620,61,2,2,1,1,0,3,0
3621,20,9,2,0,5,2,5,0
3622,45,5,2,1,5,0,5,0
3623,65,8,2,1,1,0,2,0
3624,52,6,3,1,1,1,1,0
3625,72,2,2,0,1,0,2,0
3626,40,7,2,0,2,2,1,0
3627,60,5,2,0,3,1,NA,1
3628,70,9,2,1,4,2,5,0
3629,75,9,2,1,4,1,NA,1
3630,78,3,2,0,2,1,3,0
3631,23,5,3,1,2,0,2,0
3632,19,2,3,0,1,0,2,0
3633,30,6,2,0,1,1,2,0
3634,64,4,3,0,1,1,1,0
3635,76,2,2,0,1,0,1,0
3636,53,7,3,0,1,2,NA,1
3637,66,5,2,0,2,1,3,0
3638,85,8,3,1,5,2,5,0
3639,22,4,2,1,3,2,5,0
3640,33,5,2,1,4,2,5,0
3641,26,9,2,0,4,1,NA,1
3642,48,1,2,0,4,2,5,0
3643,55,7,3,1,1,2,1,0
3644,34,8,3,1,2,0,3,0
3645,69,4,2,0,1,2,1,0
3646,43,5,2,0,4,2,5,0
3647,30,5,2,0,5,2,5,0
3648,22,2,2,0,1,0,2,0
3649,26,8,2,0,2,0,3,0
3650,37,3,3,0,5,0,5,0
3651,23,1,3,1,3,2,3,0
3652,65,8,2,1,5,0,5,0
3653,74,5,2,0,5,0,4,0
3654,30,2,3,0,5,2,NA,1
3655,49,6,2,1,5,1,5,0
3656,63,7,3,0,1,0,3,0
3657,62,7,3,0,3,0,NA,1
3658,79,5,2,0,5,2,5,0
3659,37,1,2,0,1,1,NA,1
3660,36,7,2,0,4,0,4,0
3661,21,3,2,0,3,1,4,0
3662,24,4,2,0,4,1,5,0
3663,15,8,3,0,1,2,1,0
3664,27,5,3,0,5,2,5,0
3665,46,5,2,0,5,2,4,0
3666,46,4,2,0,5,0,5,0
3667,66,8,2,1,1,2,1,0
3668,32,1,2,0,4,2,4,0
3669,22,3,2,0,5,0,NA,1
3670,57,7,1,0,1,0,1,0
3671,49,1,2,1,5,2,NA,1
3672,75,7,2,1,4,2,4,0
3673,65,3,3,0,4,2,3,0
3674,18,6,3,0,3,1,4,0
3675,25,8,3,0,5,2,5,0
3676,81,2,2,0,3,0,NA,1
3677,40,9,3,0,1,2,2,0
3678,58,9,3,0,3,1,4,0
3679,25,4,3,1,3,0,5,0
3680,77,7,2,0,4,0,5,0
3681,39,7,3,0,3,1,4,0
3682,34,7,3,0,2,2,3,0
3683,52,7,1,1,4,0,5,0
3684,61,4,3,1,2,0,3,0
3685,59,7,3,1,4,0,5,0
3686,36,3,3,0,1,1,3,0
3687,48,7,3,1,4,1,5,0
3688,61,7,2,1,1,1,2,0
3689,35,3,2,0,2,1,2,0
3690,24,1,2,0,1,1,2,0
3691,77,9,1,1,1,1,NA,1
3692,67,1,2,0,3,2,3,0
3693,78,8,2,1,4,2,5,0
3694,20,9,3,1,2,2,3,0
3695,44,5,1,0,2,1,3,0
3696,21,6,3,1,1,0,1,0
3697,26,1,2,0,5,1,5,0
3698,49,1,3,1,2,0,2,0
3699,29,9,3,1,2,1,4,0
3700,19,4,1,0,4,1,4,0
3701,35,1,2,1,2,2,3,0
3702,54,9,2,1,5,1,5,0
3703,46,5,2,1,1,2,2,0
3704,84,6,1,1,3,0,NA,1
3705,50,5,2,1,2,2,2,0
